"scenario"	"n"	"combos"	"SND"	"SFD"	"feasibility"
1	3	"ARRELA_CENJAC_GERDIS"	NA	NA	NA
1	3	"ARRELA_CENJAC_TRIFLA"	NA	NA	NA
1	3	"ARRELA_CENJAC_VERPER"	NA	NA	NA
1	3	"ARRELA_CENJAC_ANTODO"	NA	NA	NA
1	3	"ARRELA_FESARU_RUMACE"	0.0441865100181352	156.03701828258	0
1	3	"ARRELA_FESARU_ERYNGE"	0	129.941850817981	NA
1	3	"ARRELA_FESARU_ACHMIL"	NA	NA	NA
1	3	"ARRELA_FESARU_MEDARA"	0.00118796833254654	134.181450124387	0
1	3	"ARRELA_FESARU_FESRUB"	0	129.556429222418	NA
1	3	"ARRELA_FESARU_LOTCOR"	0	150.519370913698	NA
1	3	"ARRELA_FESARU_CREPIS"	0	156.625216982729	NA
1	3	"ARRELA_FESARU_ONOREP"	NA	NA	NA
1	3	"ARRELA_FESARU_POATRI"	0	144.1900388619	NA
1	3	"ARRELA_FESARU_PICECH"	0	146.077013433754	NA
1	3	"ARRELA_FESARU_GERDIS"	0.0778618591238898	164.027410364581	0
1	3	"ARRELA_FESARU_TRIFLA"	0	145.328601369925	NA
1	3	"ARRELA_FESARU_VERPER"	0	147.727046051598	NA
1	3	"ARRELA_FESARU_ANTODO"	NA	NA	NA
1	3	"ARRELA_RUMACE_ERYNGE"	NA	NA	NA
1	3	"ARRELA_RUMACE_ACHMIL"	NA	NA	NA
1	3	"ARRELA_RUMACE_MEDARA"	0.0892689505944168	120.134679193535	0
1	3	"ARRELA_RUMACE_FESRUB"	0.00467104910139203	160.948397254823	0
1	3	"ARRELA_RUMACE_LOTCOR"	0.00908849616283818	158.222281810046	0
1	3	"ARRELA_RUMACE_CREPIS"	NA	NA	NA
1	3	"ARRELA_RUMACE_ONOREP"	0.0822978111060754	131.647779352133	0
1	3	"ARRELA_RUMACE_POATRI"	NA	NA	NA
1	3	"ARRELA_RUMACE_PICECH"	NA	NA	NA
1	3	"ARRELA_RUMACE_GERDIS"	0.133218481499855	142.165415067277	0
1	3	"ARRELA_RUMACE_TRIFLA"	NA	NA	NA
1	3	"ARRELA_RUMACE_VERPER"	NA	NA	NA
1	3	"ARRELA_RUMACE_ANTODO"	NA	NA	NA
1	3	"ARRELA_ERYNGE_ACHMIL"	NA	NA	NA
1	3	"ARRELA_ERYNGE_MEDARA"	NA	NA	NA
1	3	"ARRELA_ERYNGE_FESRUB"	NA	NA	NA
1	3	"ARRELA_ERYNGE_LOTCOR"	NA	NA	NA
1	3	"ARRELA_ERYNGE_CREPIS"	NA	NA	NA
1	3	"ARRELA_ERYNGE_ONOREP"	NA	NA	NA
1	3	"ARRELA_ERYNGE_POATRI"	NA	NA	NA
1	3	"ARRELA_ERYNGE_PICECH"	NA	NA	NA
1	3	"ARRELA_ERYNGE_GERDIS"	NA	NA	NA
1	3	"ARRELA_ERYNGE_TRIFLA"	NA	NA	NA
1	3	"ARRELA_ERYNGE_VERPER"	NA	NA	NA
1	3	"ARRELA_ERYNGE_ANTODO"	NA	NA	NA
1	3	"ARRELA_ACHMIL_MEDARA"	0	142.943405791932	NA
1	3	"ARRELA_ACHMIL_FESRUB"	0	153.933737524751	NA
1	3	"ARRELA_ACHMIL_LOTCOR"	8.57252896880996e-05	162.036002802481	0
1	3	"ARRELA_ACHMIL_CREPIS"	NA	NA	NA
1	3	"ARRELA_ACHMIL_ONOREP"	NA	NA	NA
1	3	"ARRELA_ACHMIL_POATRI"	NA	NA	NA
1	3	"ARRELA_ACHMIL_PICECH"	NA	NA	NA
1	3	"ARRELA_ACHMIL_GERDIS"	NA	NA	NA
1	3	"ARRELA_ACHMIL_TRIFLA"	NA	NA	NA
1	3	"ARRELA_ACHMIL_VERPER"	NA	NA	NA
1	3	"ARRELA_ACHMIL_ANTODO"	NA	NA	NA
1	3	"ARRELA_MEDARA_FESRUB"	0.118446828113609	159.551355278168	0
1	3	"ARRELA_MEDARA_LOTCOR"	0.1434511206588	155.069715167819	0
1	3	"ARRELA_MEDARA_CREPIS"	0	145.736797830141	NA
1	3	"ARRELA_MEDARA_ONOREP"	0.0693439634505461	160.17434827437	0
1	3	"ARRELA_MEDARA_POATRI"	0.00786966489940191	152.182423059896	0
1	3	"ARRELA_MEDARA_PICECH"	0.00455824359076138	139.95279086411	0
1	3	"ARRELA_MEDARA_GERDIS"	1.58926320233346	145.263721599217	0
1	3	"ARRELA_MEDARA_TRIFLA"	0.00523456897007293	141.788842764966	0
1	3	"ARRELA_MEDARA_VERPER"	0.00784646591927732	133.30146238588	0
1	3	"ARRELA_MEDARA_ANTODO"	NA	NA	NA
1	3	"ARRELA_FESRUB_LOTCOR"	0.638435095466128	166.313534641576	0
1	3	"ARRELA_FESRUB_CREPIS"	0	147.740260945084	NA
1	3	"ARRELA_FESRUB_ONOREP"	0.0296549451436961	163.644986347584	0
1	3	"ARRELA_FESRUB_POATRI"	0.0347571620870437	151.833699946693	0
1	3	"ARRELA_FESRUB_PICECH"	0.0154618355112497	158.273739584114	0
1	3	"ARRELA_FESRUB_GERDIS"	0.081813164636641	159.185737490468	0
1	3	"ARRELA_FESRUB_TRIFLA"	NA	NA	NA
1	3	"ARRELA_FESRUB_VERPER"	0.0309562140249277	160.140212256762	0
1	3	"ARRELA_FESRUB_ANTODO"	0.0299456492967356	154.800394194866	0
1	3	"ARRELA_LOTCOR_CREPIS"	NA	NA	NA
1	3	"ARRELA_LOTCOR_ONOREP"	NA	NA	NA
1	3	"ARRELA_LOTCOR_POATRI"	0.100498253332586	150.558140143313	0
1	3	"ARRELA_LOTCOR_PICECH"	0.00596308779557897	146.577706722786	0
1	3	"ARRELA_LOTCOR_GERDIS"	NA	NA	NA
1	3	"ARRELA_LOTCOR_TRIFLA"	NA	NA	NA
1	3	"ARRELA_LOTCOR_VERPER"	0.0104389954085636	147.794118202298	0
1	3	"ARRELA_LOTCOR_ANTODO"	NA	NA	NA
1	3	"ARRELA_CREPIS_ONOREP"	NA	NA	NA
1	3	"ARRELA_CREPIS_POATRI"	0	148.511988939662	NA
1	3	"ARRELA_CREPIS_PICECH"	0.000647365993662762	149.607530424662	0
1	3	"ARRELA_CREPIS_GERDIS"	NA	NA	NA
1	3	"ARRELA_CREPIS_TRIFLA"	NA	NA	NA
1	3	"ARRELA_CREPIS_VERPER"	NA	NA	NA
