"scenario"	"n"	"combos"	"SND"	"SFD"	"feasibility"	"cv"	"dominance"	"SKR"	"skewness"	"kurtosis"	"PNR"
1	3	"GALVER_PLALAN_LOTCOR"	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	3	"GALVER_PLALAN_CREPIS"	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	3	"GALVER_PLALAN_ONOREP"	1.1494242893455	25.1525323890154	1	1.06589998484272	-0.339642461722087	0.456409703158862	0.480383396412851	0.505616348539424	0.640672457386068
1	3	"GALVER_PLALAN_POATRI"	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	3	"GALVER_PLALAN_PICECH"	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	3	"GALVER_PLALAN_GERDIS"	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	3	"GALVER_PLALAN_TRIFLA"	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	3	"GALVER_PLALAN_VERPER"	0	83.0288149686217	NA	NA	NA	NA	NA	NA	NA
1	3	"GALVER_PLALAN_ANTODO"	0	131.358824437829	NA	NA	NA	NA	NA	NA	NA
1	3	"GALVER_TRIPRA_LEUVUL"	0	115.503984545327	NA	NA	NA	NA	NA	NA	NA
1	3	"GALVER_TRIPRA_TAROFF"	0	147.911909990348	NA	NA	NA	NA	NA	NA	NA
1	3	"GALVER_TRIPRA_RANACR"	0	116.05304842932	NA	NA	NA	NA	NA	NA	NA
1	3	"GALVER_TRIPRA_POAPRA"	0	115.019192700721	NA	NA	NA	NA	NA	NA	NA
1	3	"GALVER_TRIPRA_POAANG"	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	3	"GALVER_TRIPRA_SALPRA"	0	150.891003813832	NA	NA	NA	NA	NA	NA	NA
1	3	"GALVER_TRIPRA_CENJAC"	0	145.512742539645	NA	NA	NA	NA	NA	NA	NA
1	3	"GALVER_TRIPRA_FESARU"	0	143.714372422681	NA	NA	NA	NA	NA	NA	NA
1	3	"GALVER_TRIPRA_RUMACE"	0	137.024113914206	NA	NA	NA	NA	NA	NA	NA
1	3	"GALVER_TRIPRA_ERYNGE"	0	149.093448692319	NA	NA	NA	NA	NA	NA	NA
1	3	"GALVER_TRIPRA_ACHMIL"	0.636385884539115	98.509876656082	0	3.43224191143407	0.213891541509258	-0.462609841266839	0.387913631870111	-0.325278393080841	0.0497042555192716
1	3	"GALVER_TRIPRA_MEDARA"	0.0694933161711283	108.666743188056	0	-4.15143314992323	NA	8.63890536363811	-1.16558772373325	0.157264686268714	-0.713105081556125
1	3	"GALVER_TRIPRA_FESRUB"	0.0164957395794519	158.02660866707	0	-2.00625987750222	NA	2.21840425460556	-1.51980362600782	1.04120024870634	-1.82499640725047
1	3	"GALVER_TRIPRA_LOTCOR"	0.000876570529482948	140.380207255223	0	-1.40767775615933	NA	1.5406717354929	-1.42778330739062	1.32316646427677	-2.44003905775818
1	3	"GALVER_TRIPRA_CREPIS"	0.694787587896044	92.9680008448634	0	6.03769428152144	0.426463989758078	0.52026218262655	1.36174292128945	3.56424865309305	-0.0639379835833278
1	3	"GALVER_TRIPRA_ONOREP"	0.0542973961659603	114.558359839262	0	-7.84465036549884	NA	7.71846322805755	-0.962205217072348	0.119951193962512	-0.548152143639481
1	3	"GALVER_TRIPRA_POATRI"	0.257011474961101	122.51617701033	0	-1.99624265363268	NA	24.6650933311675	-0.322908840383295	0.00422743663677629	-0.531816309786683
1	3	"GALVER_TRIPRA_PICECH"	0.0118936894858771	113.539294193516	0	2.89866588866841	-0.236065641642825	0.843593325180308	2.2618097387485	6.0642766385143	0.326500438580242
1	3	"GALVER_TRIPRA_GERDIS"	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	3	"GALVER_TRIPRA_TRIFLA"	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	3	"GALVER_TRIPRA_VERPER"	0.415817207834936	115.391822724642	0	4.64248239129032	-0.0146602781436559	0.837294923275329	2.09309581106945	5.23238580878848	0.129776167363099
1	3	"GALVER_TRIPRA_ANTODO"	0.576015736093495	169.819747741371	0	-1.19601694816206	NA	-0.46138356221736	-0.693754713853684	-1.04315723924179	-1.90382633260978
1	3	"GALVER_LEUVUL_TAROFF"	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	3	"GALVER_LEUVUL_RANACR"	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	3	"GALVER_LEUVUL_POAPRA"	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	3	"GALVER_LEUVUL_POAANG"	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	3	"GALVER_LEUVUL_SALPRA"	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	3	"GALVER_LEUVUL_CENJAC"	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	3	"GALVER_LEUVUL_FESARU"	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	3	"GALVER_LEUVUL_RUMACE"	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	3	"GALVER_LEUVUL_ERYNGE"	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	3	"GALVER_LEUVUL_ACHMIL"	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	3	"GALVER_LEUVUL_MEDARA"	0.118101863574072	53.7786322816962	0	1.62854184793328	-0.389763454926464	0.804156783080927	1.49702934066872	2.78689043476922	0.630717841684726
1	3	"GALVER_LEUVUL_FESRUB"	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	3	"GALVER_LEUVUL_LOTCOR"	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	3	"GALVER_LEUVUL_CREPIS"	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	3	"GALVER_LEUVUL_ONOREP"	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	3	"GALVER_LEUVUL_POATRI"	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	3	"GALVER_LEUVUL_PICECH"	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	3	"GALVER_LEUVUL_GERDIS"	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	3	"GALVER_LEUVUL_TRIFLA"	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	3	"GALVER_LEUVUL_VERPER"	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	3	"GALVER_LEUVUL_ANTODO"	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	3	"GALVER_TAROFF_RANACR"	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	3	"GALVER_TAROFF_POAPRA"	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	3	"GALVER_TAROFF_POAANG"	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	3	"GALVER_TAROFF_SALPRA"	NA	NA	NA	NA	NA	NA	NA	NA	NA
